Episode,Timestep,State,Action,Reward,Next State
2,32,"[ 0.57424549 -0.22463884  0.81868316  0.97444209 -0.0341276   0.0879628
 -0.43287739  2.00980986 -0.01039096  0.03522812]",[-0.03134038  0.02525011],-0.034910375813912466,"[ 0.582254   -0.26419832  0.81300693  0.96446837 -0.0341276   0.0879628
 -0.54835207  2.0700126  -0.01082155  0.03148265]"
2,33,"[ 0.582254   -0.26419832  0.81300693  0.96446837 -0.0341276   0.0879628
 -0.54835207  2.0700126  -0.01082155  0.03148265]",[-0.07078329 -0.10975851],-0.047264963623234346,"[ 0.59331184 -0.29934065  0.80497271  0.95414631 -0.0341276   0.0879628
 -0.81760209  1.59446391 -0.01056447  0.02830019]"
2,34,"[ 0.59331184 -0.29934065  0.80497271  0.95414631 -0.0341276   0.0879628
 -0.81760209  1.59446391 -0.01056447  0.02830019]",[ 0.00059953 -0.04887182],-0.030085866528120925,"[ 0.60624666 -0.32747737  0.79527668  0.94485902 -0.0341276   0.0879628
 -0.79902516  1.36938118 -0.00974296  0.02592685]"
2,35,"[ 0.60624666 -0.32747737  0.79527668  0.94485902 -0.0341276   0.0879628
 -0.79902516  1.36938118 -0.00974296  0.02592685]",[0.05259886 0.01950917],-0.028456517742397693,"[ 0.61711072 -0.3536991   0.78687633  0.93535926 -0.0341276   0.0879628
 -0.57502544  1.41949346 -0.00913241  0.0236042 ]"
2,36,"[ 0.61711072 -0.3536991   0.78687633  0.93535926 -0.0341276   0.0879628
 -0.57502544  1.41949346 -0.00913241  0.0236042 ]",[-0.11778402 -0.0253972 ],-0.037486602272778974,"[ 0.62967078 -0.37891377  0.77686209  0.92543198 -0.0341276   0.0879628
 -1.02984061  1.29086963 -0.00823318  0.02144218]"
2,37,"[ 0.62967078 -0.37891377  0.77686209  0.92543198 -0.0341276   0.0879628
 -1.02984061  1.29086963 -0.00823318  0.02144218]",[-0.01341113 -0.09897045],-0.031081349918591804,"[ 0.64578726 -0.39883984  0.76351739  0.9170206  -0.0341276   0.0879628
 -1.06250934  0.87343194 -0.0066437   0.02003345]"
2,38,"[ 0.64578726 -0.39883984  0.76351739  0.9170206  -0.0341276   0.0879628
 -1.06250934  0.87343194 -0.0066437   0.02003345]",[-0.01085114 -0.09089112],-0.028404045448649343,"[ 0.66202978 -0.41135083  0.74947753  0.9114771  -0.0341276   0.0879628
 -1.08440338  0.49624796 -0.00476987  0.01944873]"
2,39,"[ 0.66202978 -0.41135083  0.74947753  0.9114771  -0.0341276   0.0879628
 -1.08440338  0.49624796 -0.00476987  0.01944873]",[-0.04086204 -0.04139301],-0.023014542511927565,"[ 0.67916118 -0.41879469  0.73398916  0.90808095 -0.0341276   0.0879628
 -1.22467152  0.32253162 -0.00256094  0.0194637 ]"
2,40,"[ 0.67916118 -0.41879469  0.73398916  0.90808095 -0.0341276   0.0879628
 -1.22467152  0.32253162 -0.00256094  0.0194637 ]",[ 0.11241093 -0.01887797],-0.032585164470776765,"[ 6.93549924e-01 -4.23906090e-01  7.20408567e-01  9.05706148e-01
 -3.41276000e-02  8.79628013e-02 -7.55479239e-01  2.41354396e-01
 -6.29844094e-04  1.95824418e-02]"
2,41,"[ 6.93549924e-01 -4.23906090e-01  7.20408567e-01  9.05706148e-01
 -3.41276000e-02  8.79628013e-02 -7.55479239e-01  2.41354396e-01
 -6.29844094e-04  1.95824418e-02]",[-0.00850525  0.08675207],-0.02686022627135975,"[ 7.04488900e-01 -4.31341632e-01  7.09715006e-01  9.02188670e-01
 -3.41276000e-02  8.79628013e-02 -7.74223006e-01  5.80075641e-01
  7.17587749e-04  1.92485942e-02]"
2,42,"[ 7.04488900e-01 -4.31341632e-01  7.09715006e-01  9.02188670e-01
 -3.41276000e-02  8.79628013e-02 -7.74223006e-01  5.80075641e-01
  7.17587749e-04  1.92485942e-02]",[-0.057967    0.00350154],-0.022117822814406687,"[ 0.71689305 -0.44180068  0.69718315  0.89711324 -0.0341276   0.0879628
 -0.98835199  0.58247008  0.00217744  0.01861849]"
2,43,"[ 0.71689305 -0.44180068  0.69718315  0.89711324 -0.0341276   0.0879628
 -0.98835199  0.58247008  0.00217744  0.01861849]",[ 0.06720895 -0.09108912],-0.031507028528289356,"[ 0.72857342 -0.44888714  0.68496771  0.89358846 -0.0341276   0.0879628
 -0.70273184  0.21024005  0.0036811   0.01832672]"
2,44,"[ 0.72857342 -0.44888714  0.68496771  0.89358846 -0.0341276   0.0879628
 -0.70273184  0.21024005  0.0036811   0.01832672]",[-0.06979273  0.06934349],-0.028517044352853568,"[ 0.7399016  -0.45505826  0.67271512  0.89046167 -0.0341276   0.0879628
 -0.96510661  0.48066516  0.0051879   0.01810903]"
2,45,"[ 0.7399016  -0.45505826  0.67271512  0.89046167 -0.0341276   0.0879628
 -0.96510661  0.48066516  0.0051879   0.01810903]",[ 0.00281319 -0.12181416],-0.0343166026108503,"[ 0.75254782 -0.45921918  0.65853761  0.888323   -0.0341276   0.0879628
 -0.93483446 -0.01118772  0.00701868  0.01816092]"
2,46,"[ 0.75254782 -0.45921918  0.65853761  0.888323   -0.0341276   0.0879628
 -0.93483446 -0.01118772  0.00701868  0.01816092]",[-0.04195584  0.03107678],-0.023428040890921934,"[ 0.76568132 -0.46011895  0.64322011  0.88785728 -0.0341276   0.0879628
 -1.08241651  0.11209133  0.00912255  0.01858362]"
2,47,"[ 0.76568132 -0.46011895  0.64322011  0.88785728 -0.0341276   0.0879628
 -1.08241651  0.11209133  0.00912255  0.01858362]",[-0.03505702 -0.01110323],-0.02350721216361297,"[ 0.78016251 -0.46169727  0.6255769   0.88703756 -0.0341276   0.0879628
 -1.19975773  0.06591189  0.01148179  0.01894755]"
2,48,"[ 0.78016251 -0.46169727  0.6255769   0.88703756 -0.0341276   0.0879628
 -1.19975773  0.06591189  0.01148179  0.01894755]",[ 0.15551932 -0.13248551],-0.06566753184498542,"[ 0.79103907 -0.45818214  0.61176564  0.88885833 -0.0341276   0.0879628
 -0.56037795 -0.46002894  0.01354827  0.01972397]"
2,49,"[ 0.79103907 -0.45818214  0.61176564  0.88885833 -0.0341276   0.0879628
 -0.56037795 -0.46002894  0.01354827  0.01972397]",[0.15063244 0.00691516],-0.04802585745817213,"[ 0.79415724 -0.45031134  0.60771233  0.8928716  -0.0341276   0.0879628
  0.04696    -0.42358719  0.01451863  0.02070477]"
3,0,"[ 0.99984505  0.99881628  0.01760339  0.04864198  0.00787732  0.07035094
 -0.00375339  0.00143154  0.20186576 -0.06130673]",[0.19532722 0.23585147],-0.30384650413604963,"[ 0.99968051  0.99831521  0.02527592  0.05802363  0.00787732  0.07035094
  0.76861495  0.93496402  0.20170906 -0.05866823]"
3,1,"[ 0.99968051  0.99831521  0.02527592  0.05802363  0.00787732  0.07035094
  0.76861495  0.93496402  0.20170906 -0.05866823]",[0.20343675 0.05626725],-0.2521611751813226,"[ 0.99882062  0.99689673  0.04855273  0.07872046  0.00787732  0.07035094
  1.55807799  1.13893244  0.20111369 -0.05152319]"
3,2,"[ 0.99882062  0.99689673  0.04855273  0.07872046  0.00787732  0.07035094
  1.55807799  1.13893244  0.20111369 -0.05152319]",[0.11296165 0.2255567 ],-0.26745249640964286,"[ 0.99648212  0.99392163  0.08380568  0.11008995  0.00787732  0.07035094
  1.97376714  2.00932336  0.1997029  -0.04074124]"
3,3,"[ 0.99648212  0.99392163  0.08380568  0.11008995  0.00787732  0.07035094
  1.97376714  2.00932336  0.1997029  -0.04074124]",[0.08304572 0.08667885],-0.21335024326740987,"[ 0.99203694  0.98823538  0.12594726  0.15294065  0.00787732  0.07035094
  2.26312539  2.31263599  0.19704785 -0.02737588]"
3,4,"[ 0.99203694  0.98823538  0.12594726  0.15294065  0.00787732  0.07035094
  2.26312539  2.31263599  0.19704785 -0.02737588]",[0.00825211 0.2280814 ],-0.24531235358534528,"[ 0.98534349  0.97836367  0.17058199  0.20689257  0.00787732  0.07035094
  2.25068409  3.16995454  0.1928177  -0.01251044]"
3,5,"[ 0.98534349  0.97836367  0.17058199  0.20689257  0.00787732  0.07035094
  2.25068409  3.16995454  0.1928177  -0.01251044]",[0.12819721 0.13897762],-0.22213546704881976,"[0.97566256 0.96196586 0.2192774  0.27316969 0.00787732 0.07035094
 2.71312983 3.65729889 0.18634114 0.00409669]"
3,6,"[0.97566256 0.96196586 0.2192774  0.27316969 0.00787732 0.07035094
 2.71312983 3.65729889 0.18634114 0.00409669]",[0.03349231 0.07520459],-0.1854160999364296,"[0.9621186  0.93865287 0.27263126 0.34486344 0.00787732 0.07035094
 2.79191703 3.88262872 0.17733286 0.02155966]"
3,7,"[0.9621186  0.93865287 0.27263126 0.34486344 0.00787732 0.07035094
 2.79191703 3.88262872 0.17733286 0.02155966]",[0.06798971 0.07919434],-0.18120526624716607,"[0.94470274 0.90807999 0.32792793 0.41879676 0.00787732 0.07035094
 3.00562997 4.11924019 0.16585148 0.03871817]"
3,8,"[0.94470274 0.90807999 0.32792793 0.41879676 0.00787732 0.07035094
 3.00562997 4.11924019 0.16585148 0.03871817]",[-0.10290064 -0.00275809],-0.17260104687157485,"[0.92508294 0.87099199 0.37976514 0.49129721 0.00787732 0.07035094
 2.53922411 4.02692665 0.15273855 0.05400485]"
3,9,"[0.92508294 0.87099199 0.37976514 0.49129721 0.00787732 0.07035094
 2.53922411 4.02692665 0.15273855 0.05400485]",[-0.12366031 -0.01905169],-0.17011871982171922,"[0.90690543 0.8295125  0.42133424 0.55848814 0.00787732 0.07035094
 1.99993123 3.87195128 0.13968057 0.06594263]"
3,10,"[0.90690543 0.8295125  0.42133424 0.55848814 0.00787732 0.07035094
 1.99993123 3.87195128 0.13968057 0.06594263]",[0.02473032 0.14606881],-0.16894152452732805,"[0.88906468 0.7806853  0.4577816  0.62492437 0.00787732 0.07035094
 2.0581173  4.3736323  0.12590948 0.07585506]"
3,11,"[0.88906468 0.7806853  0.4577816  0.62492437 0.00787732 0.07035094
 2.0581173  4.3736323  0.12590948 0.07585506]",[-0.09155734  0.07518041],-0.15330789668196854,"[0.87146329 0.72164093 0.49046073 0.69226756 0.00787732 0.07035094
 1.65522274 4.58485407 0.11109773 0.08398976]"
3,12,"[0.87146329 0.72164093 0.49046073 0.69226756 0.00787732 0.07035094
 1.65522274 4.58485407 0.11109773 0.08398976]",[-0.09124206 -0.03264755],-0.14135629221220936,"[0.85679509 0.65688442 0.51565703 0.75399128 0.00787732 0.07035094
 1.26167825 4.36493702 0.09694341 0.08953669]"
3,13,"[0.85679509 0.65688442 0.51565703 0.75399128 0.00787732 0.07035094
 1.26167825 4.36493702 0.09694341 0.08953669]",[-0.11320487  0.03319661],-0.1390626176030768,"[0.84605003 0.58827755 0.5331035  0.80865909 0.00787732 0.07035094
 0.78891838 4.41011032 0.08405484 0.09271526]"
3,14,"[0.84605003 0.58827755 0.5331035  0.80865909 0.00787732 0.07035094
 0.78891838 4.41011032 0.08405484 0.09271526]",[ 0.00913765 -0.0526886 ],-0.1214947030207036,"[0.83741991 0.51730108 0.54656006 0.85580348 0.00787732 0.07035094
 0.80964575 4.11416732 0.07206407 0.09423938]"
3,15,"[0.83741991 0.51730108 0.54656006 0.85580348 0.00787732 0.07035094
 0.80964575 4.11416732 0.07206407 0.09423938]",[-0.04941693  0.09792472],-0.12417446824907759,"[0.8296469  0.44245758 0.55828848 0.89678943 0.00787732 0.07035094
 0.59810958 4.42051305 0.06039316 0.09449212]"
3,16,"[0.8296469  0.44245758 0.55828848 0.89678943 0.00787732 0.07035094
 0.59810958 4.42051305 0.06039316 0.09449212]",[0.06299696 0.07846707],-0.11536880077177572,"[0.82155323 0.35945932 0.57013181 0.93316076 0.00787732 0.07035094
 0.83559338 4.64362653 0.0482402  0.09353606]"
3,17,"[0.82155323 0.35945932 0.57013181 0.93316076 0.00787732 0.07035094
 0.83559338 4.64362653 0.0482402  0.09353606]",[-0.02592211  0.04009402],-0.10040464267423471,"[0.81260741 0.27072414 0.58281146 0.96265697 0.00787732 0.07035094
 0.71659491 4.71047455 0.03586731 0.091335  ]"
3,18,"[0.81260741 0.27072414 0.58281146 0.96265697 0.00787732 0.07035094
 0.71659491 4.71047455 0.03586731 0.091335  ]",[-0.01164648  0.05625951],-0.09426539447463345,"[0.80453013 0.17768764 0.59391183 0.98408694 0.00787732 0.07035094
 0.65642775 4.83999216 0.02401006 0.0877387 ]"
3,19,"[0.80453013 0.17768764 0.59391183 0.98408694 0.00787732 0.07035094
 0.65642775 4.83999216 0.02401006 0.0877387 ]",[-0.05505647 -0.01726693],-0.08728771564048284,"[0.79806074 0.08338632 0.60257701 0.9965173  0.00787732 0.07035094
 0.42572179 4.67584762 0.01319612 0.08291482]"
3,20,"[0.79806074 0.08338632 0.60257701 0.9965173  0.00787732 0.07035094
 0.42572179 4.67584762 0.01319612 0.08291482]",[ 0.02697592 -0.02444229],-0.07867220718286098,"[ 7.92298796e-01 -8.13356984e-03  6.10133279e-01  9.99966922e-01
  7.87732289e-03  7.03509416e-02  5.24200799e-01  4.48647597e+00
  3.53124446e-03  7.72664307e-02]"
3,21,"[ 7.92298796e-01 -8.13356984e-03  6.10133279e-01  9.99966922e-01
  7.87732289e-03  7.03509416e-02  5.24200799e-01  4.48647597e+00
  3.53124446e-03  7.72664307e-02]",[-0.00510964  0.01726914],-0.07141686451185673,"[ 0.78604782 -0.09750294  0.6181657   0.99523524  0.00787732  0.07035094
  0.49371829  4.4660357  -0.00537741  0.07088887]"
3,22,"[ 0.78604782 -0.09750294  0.6181657   0.99523524  0.00787732  0.07035094
  0.49371829  4.4660357  -0.00537741  0.07088887]",[-0.04280956 -0.04420716],-0.06906995930555136,"[ 0.78102879 -0.18329353  0.62449501  0.98305823  0.00787732  0.07035094
  0.31465499  4.20260231 -0.0130526   0.06396486]"
3,23,"[ 0.78102879 -0.18329353  0.62449501  0.98305823  0.00787732  0.07035094
  0.31465499  4.20260231 -0.0130526   0.06396486]",[0.01368509 0.04405349],-0.06202521734411905,"[ 0.77678004 -0.26605965  0.62977199  0.96395657  0.00787732  0.07035094
  0.36267111  4.29382592 -0.01971096  0.05656108]"
3,24,"[ 0.77678004 -0.26605965  0.62977199  0.96395657  0.00787732  0.07035094
  0.36267111  4.29382592 -0.01971096  0.05656108]",[-0.01545696  0.10611326],-0.06619699296037053,"[ 0.77262688 -0.35090962  0.63486039  0.93640933  0.00787732  0.07035094
  0.2943743   4.62898669 -0.02583185  0.04821403]"
3,25,"[ 0.77262688 -0.35090962  0.63486039  0.93640933  0.00787732  0.07035094
  0.2943743   4.62898669 -0.02583185  0.04821403]",[-0.07947424  0.03980071],-0.057657908161992254,"[ 0.77092667 -0.43657128  0.63692391  0.89966967  0.00787732  0.07035094
 -0.02593839  4.69496496 -0.0308392   0.03904828]"
3,26,"[ 0.77092667 -0.43657128  0.63692391  0.89966967  0.00787732  0.07035094
 -0.02593839  4.69496496 -0.0308392   0.03904828]",[-0.00404261  0.00497423],-0.045541234702371626,"[ 0.77135532 -0.51837394  0.63640473  0.85515405  0.00787732  0.07035094
 -0.04133855  4.62171176 -0.03459001  0.02956002]"
3,27,"[ 0.77135532 -0.51837394  0.63640473  0.85515405  0.00787732  0.07035094
 -0.04133855  4.62171176 -0.03459001  0.02956002]",[-0.10817558  0.02170369],-0.05424889249939836,"[ 0.7745999  -0.59504934  0.63245157  0.80368917  0.00787732  0.07035094
 -0.46866109  4.61617172 -0.03703165  0.0199759 ]"
3,28,"[ 0.7745999  -0.59504934  0.63245157  0.80368917  0.00787732  0.07035094
 -0.46866109  4.61617172 -0.03703165  0.0199759 ]",[-0.00245881 -0.04384556],-0.04164212559959932,"[ 0.78049634 -0.66462487  0.62516035  0.74717721  0.00787732  0.07035094
 -0.4690537   4.35117156 -0.03827042  0.01060889]"
3,29,"[ 0.78049634 -0.66462487  0.62516035  0.74717721  0.00787732  0.07035094
 -0.4690537   4.35117156 -0.03827042  0.01060889]",[0.04785965 0.01608522],-0.0415054549530071,"[ 7.85092746e-01 -7.26894983e-01  6.19378221e-01  6.86748633e-01
  7.87732289e-03  7.03509416e-02 -2.70256060e-01  4.32871334e+00
 -3.89320733e-02  1.37012524e-03]"
3,30,"[ 7.85092746e-01 -7.26894983e-01  6.19378221e-01  6.86748633e-01
  7.87732289e-03  7.03509416e-02 -2.70256060e-01  4.32871334e+00
 -3.89320733e-02  1.37012524e-03]",[0.06465238 0.08219663],-0.05100441059004277,"[ 0.7868134  -0.78504551  0.61719095  0.61943809  0.00787732  0.07035094
 -0.00890729  4.56847449 -0.03919546 -0.00831719]"
3,31,"[ 0.7868134  -0.78504551  0.61719095  0.61943809  0.00787732  0.07035094
 -0.00890729  4.56847449 -0.03919546 -0.00831719]",[-0.01610722  0.04659267],-0.045308683394389794,"[ 0.78731654 -0.83880395  0.616549    0.54443358  0.00787732  0.07035094
 -0.07244396  4.66251511 -0.03871385 -0.01843345]"
3,32,"[ 0.78731654 -0.83880395  0.616549    0.54443358  0.00787732  0.07035094
 -0.07244396  4.66251511 -0.03871385 -0.01843345]",[-0.03860538  0.03335855],-0.04949522800329309,"[ 0.78914267 -0.88603978  0.61420994  0.46360923  0.00787732  0.07035094
 -0.22380279  4.70229058 -0.03719926 -0.02854962]"
3,33,"[ 0.78914267 -0.88603978  0.61420994  0.46360923  0.00787732  0.07035094
 -0.22380279  4.70229058 -0.03719926 -0.02854962]",[0.01005843 0.01649578],-0.05223417698804623,"[ 0.79161254 -0.9255551   0.61102339  0.37861294  0.00787732  0.07035094
 -0.17951337  4.67451257 -0.03475852 -0.03848893]"
3,34,"[ 0.79161254 -0.9255551   0.61102339  0.37861294  0.00787732  0.07035094
 -0.17951337  4.67451257 -0.03475852 -0.03848893]",[ 0.02696317 -0.026597  ],-0.05889344418857722,"[ 0.79312745 -0.95627957  0.6090557   0.29245406  0.00787732  0.07035094
 -0.06918517  4.47665837 -0.0315875  -0.04799761]"
3,35,"[ 0.79312745 -0.95627957  0.6090557   0.29245406  0.00787732  0.07035094
 -0.06918517  4.47665837 -0.0315875  -0.04799761]",[0.01773789 0.00517334],-0.06371450301212477,"[ 7.93532384e-01 -9.78457728e-01  6.08528023e-01  2.06447269e-01
  7.87732289e-03  7.03509416e-02  2.43126050e-03  4.40851717e+00
 -2.77514195e-02 -5.69737605e-02]"
3,36,"[ 7.93532384e-01 -9.78457728e-01  6.08528023e-01  2.06447269e-01
  7.87732289e-03  7.03509416e-02  2.43126050e-03  4.40851717e+00
 -2.77514195e-02 -5.69737605e-02]",[0.0619522  0.04883415],-0.07431887288235407,"[ 0.79200317 -0.99158932  0.61051698  0.12942415  0.00787732  0.07035094
  0.24757273  1.91583307 -0.02434196 -0.06359668]"
3,37,"[ 0.79200317 -0.99158932  0.61051698  0.12942415  0.00787732  0.07035094
  0.24757273  1.91583307 -0.02434196 -0.06359668]",[0.07768486 0.01417435],-0.0760435172589647,"[ 0.7871017  -0.99294425  0.61682324  0.11858209  0.00787732  0.07035094
  0.55015462 -0.21233294 -0.02312748 -0.06586524]"
3,38,"[ 0.7871017  -0.99294425  0.61682324  0.11858209  0.00787732  0.07035094
  0.55015462 -0.21233294 -0.02312748 -0.06586524]",[ 0.07827622 -0.06390414],-0.07961108404958668,"[ 0.77838736 -0.99193515  0.62778429  0.12674639  0.00787732  0.07035094
  0.84916381 -0.54626474 -0.02372323 -0.06521958]"
3,39,"[ 0.77838736 -0.99193515  0.62778429  0.12674639  0.00787732  0.07035094
  0.84916381 -0.54626474 -0.02372323 -0.06521958]",[-0.04398799  0.06790084],-0.075652654935281,"[ 0.76884033 -0.99087337  0.63944081  0.13479598  0.00787732  0.07035094
  0.65820594 -0.27068656 -0.02427528 -0.06470328]"
3,40,"[ 0.76884033 -0.99087337  0.63944081  0.13479598  0.00787732  0.07035094
  0.65820594 -0.27068656 -0.02427528 -0.06470328]",[ 0.02673274 -0.00305627],-0.06971614978855609,"[ 0.75975113 -0.99011963  0.65021398  0.14022525  0.00787732  0.07035094
  0.75101687 -0.27742539 -0.02467851 -0.06442741]"
3,41,"[ 0.75975113 -0.99011963  0.65021398  0.14022525  0.00787732  0.07035094
  0.75101687 -0.27742539 -0.02467851 -0.06442741]",[-0.01546645  0.06355697],-0.07333405694390939,"[ 0.75040421 -0.98969901  0.66097922  0.14316377  0.00787732  0.07035094
  0.67492497 -0.02027866 -0.02494025 -0.0643943 ]"
3,42,"[ 0.75040421 -0.98969901  0.66097922  0.14316377  0.00787732  0.07035094
  0.67492497 -0.02027866 -0.02494025 -0.0643943 ]",[-0.03058446 -0.03768459],-0.07151067094966863,"[ 0.7423185  -0.9894254   0.67004719  0.14504267  0.00787732  0.07035094
  0.54046646 -0.16909764 -0.0251274  -0.06442861]"
3,43,"[ 0.7423185  -0.9894254   0.67004719  0.14504267  0.00787732  0.07035094
  0.54046646 -0.16909764 -0.0251274  -0.06442861]",[0.01019913 0.01541544],-0.06952944095087803,"[ 0.73483054 -0.98902487  0.67825074  0.14774913  0.00787732  0.07035094
  0.57015072 -0.1047104  -0.02536171 -0.06437183]"
3,44,"[ 0.73483054 -0.98902487  0.67825074  0.14774913  0.00787732  0.07035094
  0.57015072 -0.1047104  -0.02536171 -0.06437183]",[ 0.0556955  -0.02377489],-0.07292099957527927,"[ 0.72560596 -0.98857448  0.68811044  0.15073317  0.00787732  0.07035094
  0.77937169 -0.19676703 -0.02563072 -0.06433623]"
3,45,"[ 0.72560596 -0.98857448  0.68811044  0.15073317  0.00787732  0.07035094
  0.77937169 -0.19676703 -0.02563072 -0.06433623]",[-0.07368866 -0.03658203],-0.07593807887550323,"[ 0.7169444  -0.98775396  0.69713035  0.15601957  0.00787732  0.07035094
  0.47218613 -0.33773352 -0.02604523 -0.06407893]"
3,46,"[ 0.7169444  -0.98775396  0.69713035  0.15601957  0.00787732  0.07035094
  0.47218613 -0.33773352 -0.02604523 -0.06407893]",[0.01828495 0.00511034],-0.06934526047111235,"[ 0.70988362 -0.98672149  0.70431899  0.16242137  0.00787732  0.07035094
  0.53523406 -0.31080997 -0.02652289 -0.06368233]"
3,47,"[ 0.70988362 -0.98672149  0.70431899  0.16242137  0.00787732  0.07035094
  0.53523406 -0.31080997 -0.02652289 -0.06368233]",[ 0.02510369 -0.0445688 ],-0.07137873505125983,"[ 0.70166913 -0.98540332  0.71250293  0.17023599  0.00787732  0.07035094
  0.62402254 -0.48112616 -0.02710964 -0.06319258]"
3,48,"[ 0.70166913 -0.98540332  0.71250293  0.17023599  0.00787732  0.07035094
  0.62402254 -0.48112616 -0.02710964 -0.06319258]",[ 0.02041984 -0.0326267 ],-0.06991305739036868,"[ 0.69222661 -0.98350316  0.72168021  0.18089094  0.00787732  0.07035094
  0.69251091 -0.60078591 -0.0279034  -0.06248426]"
